datetime,open,close,high,low,volume,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume
2020-02-26 00:00:00,246.67,239.01,250.32,236.26,221944.12395,53645886.2039388,72672,103102.26572,24929633.0519249
2020-02-26 04:00:00,239.03,237.93,242.32,237.36,117724.61948,28243881.8482314,39504,60459.79701,14504903.5052304
2020-02-26 08:00:00,237.94,235.64,240.32,234.74,160641.53682,38061156.0378882,54615,76187.18738,18057420.9547678
2020-02-26 12:00:00,235.64,226.35,241.85,225.98,352804.26178,82435213.7467837,108893,166181.27456,38852123.9960841
2020-02-26 16:00:00,226.4,229.73,232.67,215.66,414239.42063,92683389.7735481,130569,185738.82886,41586882.1042067
2020-02-26 20:00:00,229.77,223.93,231.6,221.69,128525.45241,29159933.01077,48102,64678.20486,14681468.8325398
2020-02-27 00:00:00,223.98,218.85,224.1,210.0,322519.28013,69792287.5729191,107017,156609.5477,33888857.5100464
2020-02-27 04:00:00,218.85,225.43,226.37,216.7,172750.60438,38290013.0310868,55275,85150.43507,18866173.6589621
2020-02-27 08:00:00,225.42,226.69,231.4,223.3,195376.10304,44424584.9921975,62969,100869.37631,22942050.3322087
2020-02-27 12:00:00,226.72,231.01,233.35,225.27,207494.33412,47673042.1535737,67136,105210.83583,24183384.9489694
2020-02-27 16:00:00,231.02,234.89,238.3,231.02,201287.63613,47353297.6425952,65492,99071.90989,23297250.4633776
2020-02-27 20:00:00,234.89,227.79,234.95,222.38,174365.15878,39789501.9043534,58080,80894.85362,18454764.7585811
2020-02-28 00:00:00,227.73,229.77,234.67,226.73,124340.47393,28720697.7672174,43886,62509.47639,14439622.0256459
2020-02-28 04:00:00,229.74,223.97,230.84,222.6,129877.61686,29428248.6871834,45465,65991.28365,14955201.5761969
2020-02-28 08:00:00,224.03,220.57,226.85,217.03,232430.53516,51389592.7695208,74732,104028.60237,23015418.451833
2020-02-28 12:00:00,220.53,227.28,227.76,214.01,289156.50612,63810182.5922248,84405,136326.86851,30105841.8867724
2020-02-28 16:00:00,227.23,222.56,228.55,220.0,194241.73287,43459471.5337746,62635,95768.73871,21424949.5287395
2020-02-28 20:00:00,222.57,226.76,230.66,222.12,84948.05903,19256610.9846733,36002,45560.36789,10330342.5430146
2020-02-29 00:00:00,226.76,230.01,231.93,226.66,99502.10694,22804021.207015,39070,48204.23126,11050348.1778621
2020-02-29 04:00:00,230.0,229.18,233.0,227.35,104843.77038,24120506.8722606,38288,56873.85561,13081667.6000324
2020-02-29 08:00:00,229.2,226.14,230.0,222.0,116257.14913,26232979.0504347,40065,56841.66553,12827358.3438849
2020-02-29 12:00:00,226.16,223.93,226.34,221.0,101109.50117,22595987.0645083,39767,52974.30036,11838623.4168674
2020-02-29 16:00:00,223.87,225.17,225.94,222.07,57771.31928,12954371.5724549,26868,29653.87908,6649052.0530661
2020-02-29 20:00:00,225.14,217.21,225.18,217.0,67382.8382,14927935.2511518,27713,31718.19687,7032691.5850268
2020-03-01 00:00:00,217.29,223.6,225.69,216.1,137295.33142,30368055.4034946,50177,72470.5668,16038496.2925115
2020-03-01 04:00:00,223.6,220.01,224.87,218.7,82536.43768,18262580.7709592,31871,39088.13286,8652028.8548956
2020-03-01 08:00:00,220.02,224.3,224.7,218.9,83941.78754,18580800.4602645,31928,45113.93839,9984692.2728386
2020-03-01 12:00:00,224.32,220.38,227.89,219.61,133713.11108,29788408.068261,47236,60617.68141,13513565.1897037
2020-03-01 16:00:00,220.41,216.34,221.45,212.36,175840.59134,37956583.0729574,61853,89885.67357,19403153.2253345
